Date,Open,High,Low,Close,Adj Close,Volume
2018-03-26,27.740000,28.070000,27.270000,27.660000,26.667280,315100
2018-04-02,27.610001,28.200001,27.010000,27.760000,26.763693,699300
2018-04-09,27.940001,28.110001,27.480000,27.840000,26.840816,445700
2018-04-16,28.000000,28.549999,27.930000,28.450001,27.428928,558000
2018-04-23,28.459999,28.959999,26.559999,26.850000,25.886353,959500
2018-04-30,26.770000,26.950001,25.450001,26.080000,25.143988,1346200
2018-05-07,26.049999,26.490000,25.360001,25.700001,24.777626,447600
2018-05-14,25.700001,25.790001,25.180000,25.549999,24.705442,556500
2018-05-21,25.590000,25.760000,24.850000,25.160000,24.328337,569300
2018-05-28,24.990000,25.580000,24.580000,24.600000,23.786848,346900
2018-06-04,24.629999,25.370001,24.080000,25.150000,24.318665,612500
2018-06-11,25.190001,25.280001,24.400000,24.639999,23.825521,352900
2018-06-18,24.639999,24.959999,24.420000,24.730000,23.912548,437500
2018-06-25,24.559999,25.110001,24.389999,24.549999,23.738501,383500
2018-07-02,24.320000,25.030001,24.320000,24.790001,23.970568,222300
2018-07-09,24.950001,25.290001,24.660000,25.020000,24.192965,371800
2018-07-16,25.049999,25.129999,24.530001,24.730000,23.912548,283600
2018-07-23,24.730000,24.959999,24.299999,24.320000,23.516102,253200
2018-07-30,24.250000,25.049999,22.160000,23.490000,22.713537,648400
2018-08-06,23.639999,24.469999,23.430000,23.540001,22.761885,343400
2018-08-13,23.320000,23.670000,22.889999,23.400000,22.626509,400700
2018-08-20,23.379999,24.090000,22.990000,23.219999,22.524223,459100
2018-08-27,23.190001,23.790001,22.650000,22.770000,22.087709,424300
2018-09-03,22.709999,22.799999,22.230000,22.650000,21.971304,347900
2018-09-10,22.750000,22.799999,22.150000,22.430000,21.757898,422700
2018-09-17,22.430000,22.570000,21.950001,22.379999,21.709394,751000
2018-09-24,22.330000,22.559999,21.490000,21.549999,20.904266,563900
2018-10-01,21.530001,21.889999,20.420000,20.760000,20.137939,419200
2018-10-08,20.750000,20.950001,20.209999,20.469999,19.856628,465300
2018-10-15,20.420000,20.790001,20.030001,20.049999,19.449213,374400
2018-10-22,20.010000,20.110001,18.900000,19.170000,18.595581,442100
2018-10-29,19.290001,19.520000,14.570000,15.340000,14.880344,1625400
2018-11-05,15.300000,17.559999,15.300000,17.200001,16.684612,1103400
2018-11-12,17.059999,17.330000,16.110001,16.610001,16.183647,711300
2018-11-19,16.549999,16.629999,15.630000,16.150000,15.735455,453700
2018-11-26,16.330000,17.049999,16.049999,17.040001,16.602610,725800
2018-12-03,17.100000,17.480000,15.980000,16.040001,15.628279,1008900
2018-12-10,16.020000,16.680000,15.460000,15.470000,15.072909,880800
2018-12-17,15.400000,15.430000,14.700000,14.710000,14.332416,967900
2018-12-24,14.630000,15.780000,14.500000,15.610000,15.209315,732200
2018-12-31,15.640000,16.080000,15.270000,15.940000,15.530845,598900
2019-01-07,15.940000,17.020000,15.810000,16.980000,16.544151,414900
2019-01-14,16.860001,19.790001,16.580000,19.629999,19.126127,1507400
2019-01-21,19.400000,19.959999,18.820000,19.430000,18.931261,438200
2019-01-28,19.400000,19.850000,19.290001,19.709999,19.204075,473500
2019-02-04,19.600000,19.879999,18.549999,18.740000,18.258970,389700
2019-02-11,18.700001,19.670000,18.549999,19.590000,19.161655,572900
2019-02-18,19.500000,21.080000,19.100000,21.000000,20.540823,872600
2019-02-25,21.100000,21.540001,20.590000,21.430000,20.961422,601600
2019-03-04,21.520000,21.650000,20.340000,20.990000,20.531046,543300
2019-03-11,21.030001,21.100000,19.650000,19.690001,19.259468,606300
2019-03-18,19.760000,20.330000,18.799999,18.830000,18.418274,602900
2019-03-25,18.840000,19.330000,18.559999,19.250000,18.829092,375400
2019-04-01,19.250000,19.600000,18.959999,19.350000,18.926903,341200
2019-04-08,19.270000,19.490000,18.820000,19.440001,19.014938,325000
2019-04-15,19.400000,19.440001,18.889999,19.410000,18.985590,243200
2019-04-22,19.309999,19.350000,18.520000,18.690001,18.281332,430500
2019-04-29,18.670000,18.860001,16.580000,18.299999,17.899862,1076300
2019-05-06,17.959999,19.500000,17.959999,19.430000,19.005154,687700
2019-05-13,19.139999,19.959999,19.020000,19.559999,19.207260,470300
2019-05-20,19.450001,20.620001,19.420000,20.570000,20.199047,401800
2019-05-27,20.520000,20.620001,17.809999,18.219999,17.891426,450200
2019-06-03,18.160000,19.330000,18.000000,18.799999,18.460966,527200
2019-06-10,18.790001,19.660000,18.520000,19.520000,19.167984,369200
2019-06-17,19.559999,19.850000,18.620001,19.110001,18.765379,304300
2019-06-24,19.030001,19.260000,18.510000,19.010000,18.667181,542800
2019-07-01,19.070000,19.219999,18.549999,19.020000,18.677002,201600
2019-07-08,18.969999,18.969999,18.110001,18.580000,18.244936,238400
2019-07-15,18.629999,18.840000,18.040001,18.090000,17.763773,238900
2019-07-22,18.090000,19.309999,18.000000,19.150000,18.804655,279200
2019-07-29,19.120001,22.940001,19.000000,21.920000,21.524704,459500
2019-08-05,21.620001,22.950001,21.620001,22.450001,22.045145,595600
2019-08-12,22.350000,22.639999,21.670000,22.490000,22.157957,436300
2019-08-19,22.629999,22.830000,20.799999,20.990000,20.680101,285900
2019-08-26,21.100000,21.719999,20.860001,21.270000,20.955971,330800
2019-09-02,21.200001,21.700001,20.650000,21.190001,20.877151,217700
2019-09-09,21.230000,22.889999,21.160000,22.690001,22.355005,458000
2019-09-16,22.660000,22.940001,21.709999,21.760000,21.438736,602400
2019-09-23,21.629999,21.950001,20.820000,20.910000,20.601286,383000
2019-09-30,20.820000,21.120001,20.410000,20.610001,20.305716,487100
2019-10-07,20.540001,21.740000,20.500000,21.299999,20.985527,648400
2019-10-14,21.090000,21.639999,21.070000,21.469999,21.153017,457600
2019-10-21,21.610001,22.129999,21.370001,22.000000,21.675194,375300
2019-10-28,22.020000,26.840000,22.020000,26.299999,25.911707,1119000
2019-11-04,26.200001,26.250000,24.680000,24.870001,24.502821,356100
2019-11-11,24.660000,24.980000,24.209999,24.309999,24.023039,266900
2019-11-18,24.299999,24.420000,23.670000,23.680000,23.400476,364000
2019-11-25,23.860001,24.340000,23.680000,24.049999,23.766109,285200
2019-12-02,24.080000,26.889999,23.889999,26.059999,25.752382,881400
2019-12-09,26.150000,28.280001,26.150000,28.260000,27.926414,547000
2019-12-16,28.389999,28.500000,26.209999,26.360001,26.048841,730700
2019-12-23,26.309999,26.389999,25.570000,25.680000,25.376869,219600
2019-12-30,25.700001,25.920000,25.000000,25.430000,25.129820,284100
2020-01-06,25.340000,26.040001,24.700001,25.200001,24.902534,353500
2020-01-13,25.150000,26.110001,24.879999,25.690001,25.386751,314800
2020-01-20,25.500000,25.700001,24.129999,24.490000,24.200916,368700
2020-01-27,24.209999,24.650000,23.500000,23.670000,23.390594,304700
2020-02-03,23.809999,24.670000,23.740000,23.910000,23.627762,361200
2020-02-10,23.850000,24.900000,23.850000,24.549999,24.334549,290800
2020-02-17,24.549999,25.459999,21.250000,21.900000,21.707804,740000
2020-02-24,21.450001,21.559999,20.190001,21.150000,20.964386,924200
2020-03-02,21.250000,21.379999,19.330000,20.600000,20.419214,865000
2020-03-09,20.030001,20.320000,15.610000,16.780001,16.632740,1135000
2020-03-16,15.470000,18.150000,14.010000,15.460000,15.324323,1245200
2020-03-23,15.930000,16.680000,13.600000,15.510000,15.373884,1108400
2020-03-30,16.260000,17.930000,13.920000,13.960000,13.837487,1124000
2020-04-06,14.220000,15.880000,13.710000,15.720000,15.582041,1186400
2020-04-13,15.660000,15.890000,13.540000,14.960000,14.828711,985200
2020-04-20,14.670000,15.410000,14.340000,14.750000,14.620554,643900
2020-04-27,14.750000,17.350000,14.550000,14.810000,14.680028,1596300
2020-05-04,14.600000,15.980000,14.240000,15.860000,15.720812,886500
2020-05-11,15.980000,16.020000,13.840000,14.380000,14.324156,1129200
2020-05-18,14.950000,19.980000,14.780000,18.490000,18.418194,1494600
2020-05-25,19.070000,19.320000,17.959999,18.719999,18.647301,567500
2020-06-01,18.920000,20.090000,18.320000,19.799999,19.723106,888400
2020-06-08,20.170000,20.990000,18.080000,18.740000,18.667223,810000
2020-06-15,18.330000,19.629999,18.209999,19.120001,19.045748,776300
2020-06-22,19.260000,19.260000,17.430000,17.770000,17.700991,812100
2020-06-29,18.010000,18.730000,17.570000,17.660000,17.591417,546500
2020-07-06,18.150000,18.150000,16.740000,17.570000,17.501766,770300
2020-07-13,17.879999,19.049999,17.750000,18.559999,18.487923,636100
2020-07-20,18.389999,19.629999,17.790001,18.900000,18.826601,801500
2020-07-27,18.940001,23.900000,18.629999,22.110001,22.024137,1066500
2020-08-03,22.420000,23.170000,21.780001,23.070000,22.980408,689400
2020-08-10,23.070000,24.010000,22.820000,22.969999,22.969999,402700
2020-08-17,23.020000,23.389999,22.180000,22.309999,22.309999,364200
2020-08-24,22.370001,23.160000,22.110001,22.370001,22.370001,302900
2020-08-31,22.290001,22.600000,21.850000,22.150000,22.150000,416000
2020-09-07,22.030001,22.360001,20.680000,21.190001,21.190001,526000
2020-09-11,21.379999,21.379999,20.680000,21.190001,21.190001,170751
